variable,mean,count,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab,total_pupils,group_n,group_wt_mean,group_wt_std,lower,upper,rag,variable_lab,description
stress_score,8.104166666666666,48.0,School G,All,All,FSM,All,300.0,7.0,7.76,0.5157175040450654,7.244282495954934,8.275717504045065,average,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,3.7962962962962963,54.0,School G,All,All,FSM,All,350.0,7.0,4.725714285714286,0.48310292680466366,4.242611358909622,5.20881721251895,below,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,9.3125,32.0,School G,All,All,FSM,All,209.0,7.0,9.770334928229666,0.46230773382539764,9.308027194404268,10.232642662055063,average,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,2.6666666666666665,57.0,School G,All,All,FSM,All,373.0,7.0,3.0,0.2888950891439606,2.711104910856039,3.288895089143961,below,Loneliness,"
How often young people feel lonely"
support_score,4.6923076923076925,52.0,School G,All,All,FSM,All,347.0,7.0,4.792507204610951,0.20926058156718672,4.583246623043764,5.001767786178138,average,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.5087719298245614,57.0,School G,All,All,FSM,All,355.0,7.0,0.5098591549295775,0.03123783089617077,0.4786213240334067,0.5410969858257482,average,Sleep,"
How much sleep young people get"
physical_score,231.34615384615384,52.0,School G,All,All,FSM,All,324.0,7.0,255.27777777777777,38.31028011156172,216.96749766621605,293.5880578893395,average,Physical activity,"
How physically active young people are"
free_like_score,2.810344827586207,58.0,School G,All,All,FSM,All,364.0,7.0,2.9752747252747254,0.12775689008026458,2.847517835194461,3.1030316153549897,below,Free time,"
How often young people can do things that they like in their free time"
media_score,3.983050847457627,59.0,School G,All,All,FSM,All,376.0,7.0,4.0638297872340425,0.2089709154273086,3.854858871806734,4.2728007026613515,average,Social media use,"
How much time young people spend on social media"
places_score,2.7017543859649122,57.0,School G,All,All,FSM,All,370.0,7.0,2.497297297297297,0.12986940132923763,2.3674278959680595,2.6271666986265347,above,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.6470588235294117,51.0,School G,All,All,FSM,All,312.0,7.0,2.55849358974359,0.1912647215547338,2.3672288681888563,2.7497583112983235,average,NULL,NULL
home_talk_score,2.4326923076923075,52.0,School G,All,All,FSM,All,326.0,7.0,2.5559815950920246,0.113534034134801,2.442447560957224,2.6695156292268254,below,NULL,NULL
peer_talk_score,2.6989795918367347,49.0,School G,All,All,FSM,All,334.0,7.0,2.534431137724551,0.1489536530689324,2.3854774846556186,2.6833847907934834,above,NULL,NULL
talk_score,7.711538461538462,39.0,School G,All,All,FSM,All,237.0,7.0,7.637130801687764,0.3935681975019383,7.243562604185826,8.030698999189703,average,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,10.596153846153847,52.0,School G,All,All,FSM,All,332.0,7.0,9.96987951807229,0.41116447040500537,9.558715047667285,10.381043988477295,above,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,2.8653846153846154,52.0,School G,All,All,FSM,All,339.0,7.0,2.8997050147492627,0.1767613145272931,2.7229437002219696,3.0764663292765557,average,School connection,"
Feelings of belonging at school"
staff_relationship_score,12.291666666666666,48.0,School G,All,All,FSM,All,314.0,7.0,12.0828025477707,0.1459034358879068,11.936899111882793,12.228705983658609,above,Support from staff,"
The support received from adults at school"
home_relationship_score,12.604166666666666,48.0,School G,All,All,FSM,All,283.0,7.0,12.265017667844523,0.3663589811204951,11.898658686724028,12.631376648965018,average,Support from parents/carers,"
The support received from adults at home"
home_happy_score,4.568627450980392,51.0,School G,All,All,FSM,All,335.0,7.0,4.850746268656716,0.49630683958799654,4.35443942906872,5.347053108244713,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,13.90804597701149,29.0,School G,All,All,FSM,All,199.0,7.0,14.693467336683412,0.39965060612150616,14.293816730561906,15.093117942804918,below,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0508474576271187,59.0,School G,All,All,FSM,All,379.0,7.0,1.0237467018469657,0.018270869006094644,1.005475832840871,1.0420175708530603,above,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.1403508771929824,57.0,School G,All,All,FSM,All,354.0,7.0,2.3022598870056497,0.10941845486601869,2.192841432139631,2.4116783418716685,below,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.2777777777777778,36.0,School G,All,All,FSM,All,269.0,7.0,0.35687732342007433,0.07874809314437167,0.2781292302757027,0.435625416564446,below,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,7.476190476190476,21.0,School G,All,All,FSM,All,145.0,7.0,7.310344827586207,0.38140676199365314,6.928938065592554,7.6917515895798605,average,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.4210526315789473,57.0,School G,All,All,FSM,All,368.0,7.0,2.532608695652174,0.11770497369537794,2.414903721956796,2.6503136693475517,average,Climate change,"
Worries regarding climate change"
social_score,12.290322580645162,31.0,School G,All,All,FSM,All,239.0,7.0,11.99581589958159,0.46081273928845756,11.535003160293133,12.456628638870047,average,Support from friends,"
The support young people receive from their peers"
bully_score,7.321428571428571,56.0,School G,All,All,FSM,All,355.0,7.0,7.588732394366197,0.15679262605344962,7.4319397683127475,7.745525020419646,below,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,18.80952380952381,21.0,School G,All,All,Non-FSM,All,192.0,7.0,17.5,0.7385381905916355,16.761461809408363,18.238538190591637,above,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,4.351351351351352,37.0,School G,All,All,Non-FSM,All,296.0,7.0,5.121621621621622,0.5214740062728072,4.600147615348815,5.643095627894429,below,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,10.91891891891892,37.0,School G,All,All,Non-FSM,All,300.0,7.0,12.003333333333334,0.5228502773131976,11.480483056020136,12.526183610646532,below,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,21.75,28.0,School G,All,All,Non-FSM,All,229.0,7.0,20.768558951965066,0.7318092650054794,20.036749686959585,21.500368216970546,above,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,14.0,25.0,School G,All,All,Non-FSM,All,202.0,7.0,13.034653465346535,0.47659313795595565,12.55806032739058,13.51124660330249,above,Self-esteem,"
How much young people value themselves"
stress_score,8.125,32.0,School G,All,All,Non-FSM,All,253.0,7.0,7.810276679841897,0.29103750159728775,7.51923917824461,8.101314181439186,above,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,4.735294117647059,34.0,School G,All,All,Non-FSM,All,304.0,7.0,5.282894736842105,0.49537242683672833,4.787522310005377,5.778267163678834,below,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,10.28,25.0,School G,All,All,Non-FSM,All,187.0,7.0,9.919786096256685,0.4532095194982071,9.466576576758477,10.372995615754892,average,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,3.2,40.0,School G,All,All,Non-FSM,All,325.0,7.0,3.0984615384615384,0.12454095736945901,2.9739205810920795,3.2230024958309973,average,Loneliness,"
How often young people feel lonely"
support_score,4.837837837837838,37.0,School G,All,All,Non-FSM,All,305.0,7.0,4.868852459016393,0.24066789861201682,4.628184560404376,5.10952035762841,average,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.4473684210526316,38.0,School G,All,All,Non-FSM,All,313.0,7.0,0.4728434504792332,0.0747363101999134,0.3981071402793198,0.5475797606791466,average,Sleep,"
How much sleep young people get"
physical_score,254.57142857142858,35.0,School G,All,All,Non-FSM,All,280.0,7.0,239.67857142857142,28.735872608706277,210.94269881986514,268.4144440372777,average,Physical activity,"
How physically active young people are"
free_like_score,2.825,40.0,School G,All,All,Non-FSM,All,315.0,7.0,3.0126984126984127,0.15511483677594703,2.8575835759224657,3.1678132494743596,below,Free time,"
How often young people can do things that they like in their free time"
media_score,4.05,40.0,School G,All,All,Non-FSM,All,329.0,7.0,4.072948328267477,0.22293689143936438,3.850011436828113,4.295885219706842,average,Social media use,"
How much time young people spend on social media"
places_score,2.55,40.0,School G,All,All,Non-FSM,All,327.0,7.0,2.529051987767584,0.04210792842502912,2.486944059342555,2.571159916192613,average,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.3552631578947367,38.0,School G,All,All,Non-FSM,All,280.0,7.0,2.469642857142857,0.15404686749949503,2.315595989643362,2.623689724642352,average,NULL,NULL
home_talk_score,2.4305555555555554,36.0,School G,All,All,Non-FSM,All,285.0,7.0,2.526315789473684,0.18378393374366206,2.342531855730022,2.710099723217346,average,NULL,NULL
peer_talk_score,2.6214285714285714,35.0,School G,All,All,Non-FSM,All,296.0,7.0,2.51097972972973,0.1227264352144607,2.3882532945152692,2.6337061649441904,average,NULL,NULL
talk_score,7.225,30.0,School G,All,All,Non-FSM,All,216.0,7.0,7.454861111111111,0.26215358744190576,7.192707523669205,7.717014698553016,average,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,10.411764705882353,34.0,School G,All,All,Non-FSM,All,281.0,7.0,10.113879003558718,0.24345228061854426,9.870426722940174,10.357331284177263,above,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,3.057142857142857,35.0,School G,All,All,Non-FSM,All,293.0,7.0,3.0204778156996586,0.3214560327149209,2.6990217829847376,3.3419338484145795,average,School connection,"
Feelings of belonging at school"
staff_relationship_score,12.483870967741936,31.0,School G,All,All,Non-FSM,All,282.0,7.0,12.01418439716312,0.20410465336741945,11.8100797437957,12.21828905053054,above,Support from staff,"
The support received from adults at school"
home_relationship_score,12.333333333333334,27.0,School G,All,All,Non-FSM,All,251.0,7.0,11.880478087649402,0.3242437797994951,11.556234307849907,12.204721867448898,above,Support from parents/carers,"
The support received from adults at home"
home_happy_score,5.485714285714286,35.0,School G,All,All,Non-FSM,All,300.0,7.0,5.156666666666666,0.6154242387249236,4.541242427941743,5.77209090539159,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,14.916666666666657,20.0,School G,All,All,Non-FSM,All,164.0,7.0,14.936991869918698,0.3131330247451855,14.623858845173512,15.250124894663884,average,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0,40.0,School G,All,All,Non-FSM,All,330.0,7.0,1.009090909090909,0.009259244375678882,0.9998316647152301,1.018350153466588,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.5135135135135136,37.0,School G,All,All,Non-FSM,All,302.0,7.0,2.4072847682119205,0.2245160769808251,2.1827686912310953,2.6318008451927457,average,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.41379310344827586,29.0,School G,All,All,Non-FSM,All,230.0,7.0,0.3565217391304348,0.06864340279445882,0.2878783363359759,0.42516514192489363,average,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,7.775,20.0,School G,All,All,Non-FSM,All,121.0,7.0,7.338842975206612,0.5693630828255353,6.769479892381077,7.908206058032147,average,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.3157894736842106,38.0,School G,All,All,Non-FSM,All,319.0,7.0,2.498432601880878,0.1484692709777159,2.349963330903162,2.6469018728585936,below,Climate change,"
Worries regarding climate change"
